freq,magnitude
5.00115030411675,0.0403243487432655
5.00345417977819,0.0401282454339302
5.00575911676407,0.0399122416682739
5.00806511556331,0.0396764130375666
5.01037217666507,0.0394208450438957
5.01268030055869,0.0391456330817392
5.0149894877338,0.0388508824331779
5.01729973868019,0.0385367082567727
5.01961105388793,0.0382032355601504
5.02192343384728,0.0378505991816077
5.02423687904874,0.0374789437578698
5.02655138998304,0.0370884236879867
5.02886696714112,0.0366792031000919
5.03118361101416,0.0362514558016552
5.03350132209357,0.035805365232428
5.03582010087097,0.0353411244123592
5.03813994783822,0.0348589358780449
5.04046086348741,0.0343590116260241
5.04278284831083,0.0338415730376876
5.04510590280103,0.0333068508097552
5.04743002745077,0.0327550848736979
5.04975522275303,0.0321865243114395
5.05208148920104,0.0316014272701531
5.05440882728824,0.0310000608695306
5.05673723750829,0.030382701095222
5.05906672035511,0.0297496327053401
5.06139727632281,0.0291011491210525
5.06372890590574,0.0284375523069125
5.0660616095985,0.0277591526613057
5.06839538789588,0.027066268886488
5.07073024129293,0.0263592278708972
5.07306617028491,0.0256383645462048
5.07540317536731,0.0249040217554162
5.07774125703586,0.0241565501144685
5.0800804157865,0.0233963078586815
5.08242065211542,0.0226236606994663
5.08476196651902,0.0218389816630513
5.08710435949394,0.0210426509304907
5.08944783153703,0.0202350556797096
5.09179238314541,0.0194165899053905
5.09413801481638,0.0185876542570001
5.0964847270475,0.0177486558505727
5.09883252033655,0.0169000080948922
5.10118139518154,0.0160421304975525
5.10353135208071,0.0151754484811994
5.10588239153252,0.0143003931855154
5.10823451403568,0.0134174012647179
5.11058772008912,0.012526914691683
5.112942010192,0.0116293805464447
5.11529738484369,0.0107252508059837
5.11765384454382,0.00981498213098408
5.12001138979224,0.00889903564944003
5.12237002108903,0.00797787672935658
5.12472973893449,0.00705197476188628
5.12709054382917,0.00612180292397831
5.12945243627383,0.00518783795162617
5.13181541676948,0.00425055990427573
5.13417948581734,0.00331045192754232
5.13654464391889,0.00236800000732691
5.13891089157581,0.00142369273217308
5.14127822929002,0.0004780210407354
5.14364665756369,-0.0004685220249932
5.1460161768992,-0.00141544157019417
5.14838678779917,-0.00236224110614319
5.15075849076645,-0.00330842280476583
5.15313128630412,-0.00425348775856824
5.15550517491549,-0.00519693623811365
5.15788015710411,-0.00613826796350518
5.16025623337376,-0.00707698235931382
5.16263340422845,-0.00801257882840733
5.16501167017241,-0.00894455701934929
5.16739103171013,-0.00987241709227801
5.1697714893463,-0.0107956599947603
5.17215304358587,-0.0117137877278718
5.17453569493401,-0.0126263036261821
5.17691944389612,-0.0135327126265398
5.17930429097784,-0.0144325215447773
5.18169023668504,-0.0153252393495773
5.18407728152382,-0.0162103774393619
5.18646542600052,-0.0170874499150842
5.1888546706217,-0.0179559738603272
5.19124501589418,-0.018815469613984
5.19363646232498,-0.019665461046679
5.19602901042137,-0.0205054758322914
5.19842266069087,-0.0213350457300097
5.2008174136412,-0.0221537068493616
5.20321326978034,-0.0229609999294739
5.20561022961649,-0.0237564706038896
5.20800829365809,-0.0245396696773223
5.21040746241381,-0.0253101533955617
5.21280773639257,-0.0260674837014252
5.2152091161035,-0.0268112285160783
5.21761160205599,-0.0275409619883146
5.22001519475963,-0.0282562647675201
5.22241989472429,-0.028956724252375
5.22482570246003,-0.0296419348581529
5.22723261847718,-0.0303114982623805
5.22964064328629,-0.0309650236605549
5.23204977739814,-0.0316021280134665
5.23446002132375,-0.0322224362889869
5.23687137557438,-0.0328255817115089
5.23928384066153,-0.0334112059926554
5.24169741709692,-0.0339789595704489
5.24411210539252,-0.0345285018379385
5.24652790606052,-0.035059501371459
5.24894481961336,-0.035571636153411
5.25136284656372,-0.0360645937877904
5.2537819874245,-0.0365380717187065
5.25620224270884,-0.0369917774344121
5.25862361293013,-0.0374254286778594
5.26104609860198,-0.0378387536383496
5.26346970023824,-0.0382314911555754
5.26589441835302,-0.038603390897332
5.26832025346062,-0.0389542135536052
5.27074720607562,-0.0392837310063606
5.27317527671283,-0.0395917265073237
5.27560446588727,-0.0398779948427782
5.27803477411422,-0.0401423424918538
5.2804662019092,-0.0403845877839138
5.28289874978796,-0.0406045610447242
5.28533241826648,-0.0408021047353239
5.28776720786099,-0.0409770735956921
5.29020311908796,-0.0411293347628824
5.29264015246408,-0.0412587678967744
5.29507830850629,-0.0413652652995177
5.29751758773178,-0.0414487320120593
5.29995799065796,-0.0415090859279421
5.30239951780248,-0.041546257873634
5.30484216968323,-0.0415601917052073
5.30728594681835,-0.0415508443799993
5.30973084972621,-0.0415181860314411
5.31217687892541,-0.04146220003079
5.3146240349348,-0.041382883042503
5.31707231827348,-0.0412802450733011
5.31952172946076,-0.0411543095131485
5.32197226901621,-0.0410051131652971
5.32442393745963,-0.0408327062746428
5.32687673531108,-0.0406371525389692
5.32933066309083,-0.0404185291208666
5.3317857213194,-0.0401769266455635
5.33424191051756,-0.0399124491989603
5.33669923120631,-0.0396252143045853
5.33915768390689,-0.0393153529003456
5.3416172691408,-0.0389830093138121
5.34407798742974,-0.0386283412081006
5.34653983929568,-0.0382515195483593
5.34900282526084,-0.0378527285339851
5.35146694584764,-0.0374321655347385
5.35393220157878,-0.036990041021433
5.35639859297719,-0.0365265784821555
5.35886612056602,-0.0360420143277634
5.3613347848687,-0.0355365978044078
5.36380458640886,-0.0350105908752018
5.36627552571039,-0.0344642681130256
5.36874760329744,-0.0338979165767752
5.37122081969436,-0.033311835679296
5.37369517542579,-0.0327063370501446
5.37617067101656,-0.0320817443894212
5.37864730699179,-0.031438393311678
5.38112508387681,-0.03077663118549
5.3836040021972,-0.0300968169650738
5.38608406247878,-0.0293993210051911
5.38856526524763,-0.0286845248883587
5.39104761103005,-0.0279528212227271
5.39353110035259,-0.0272046134449717
5.39601573374205,-0.0264403156127995
5.39850151172546,-0.0256603521926098
5.4009884348301,-0.0248651578362096
5.4034765035835,-0.0240551771541857
5.40596571851341,-0.0232308644776858
5.40845608014786,-0.0223926836194401
5.41094758901508,-0.0215411076216556
5.41344024564357,-0.0206766185097394
5.41593405056207,-0.0197997070187517
5.41842900429957,-0.0189108723366456
5.42092510738529,-0.0180106218262656
5.42342236034869,-0.0170994707438642
5.42592076371949,-0.0161779419605855
5.42842031802765,-0.0152465656669821
5.43092102380338,-0.0143058790778575
5.4334228815771,-0.0133564261336247
5.43592589187952,-0.0123987571917473
5.43843005524158,-0.0114334287166209
5.44093537219443,-0.010461002964382
5.44344184326953,-0.00948204766247589
5.44594946899852,-0.00849713568096321
5.44845824991332,-0.00750684471516629
5.4509681865461,-0.00651175693845608
5.45347927942926,-0.00551245867679218
5.45599152909544,-0.00450954006435079
5.45850493607754,-0.00350359469993893
5.46101950090869,-0.0024952193028636
5.46353522412229,-0.00148501335722028
5.46605210625197,-0.000473578767823774
5.4685701478316,0.000538480497680999
5.4710893493953,0.00155055876910202
5.47360971147745,0.00256204903246575
5.47613123461266,0.00357234328823863
5.47865391933579,0.00458083291379093
5.48117776618195,0.00558690903647114
5.48370277568648,0.00658996289029914
5.486228948385,0.007589386184525
5.48875628481336,0.008584571477532
5.49128478550763,0.00957491254231093
5.49381445100418,0.0105598047300869
5.49634528183958,0.0115386453501181
5.49887727855067,0.0125108340312326
5.50141044167453,0.013475773093284
5.5039447717485,0.0144328679173221
5.50648026931014,0.0153815273144293
5.5090169348973,0.0163211638872009
5.51155476904804,0.0172511944047566
5.51409377230068,0.0181710401627588
5.51663394519379,0.0190801273454507
5.51917528826619,0.019977887392584
5.52171780205694,0.0208637573562203
5.52426148710536,0.0217371802573515
5.52680634395101,0.0225976054463027
5.5293523731337,0.0234444889479621
5.53189957519349,0.0242772938198329
5.53444795067069,0.0250954904953048
5.53699750010586,0.0258985571285828
5.5395482240398,0.0266859799306074
5.54210012301356,0.027457253517072
5.54465319756846,0.0282118812273157
5.54720744824604,0.028949375466826
5.54976287558812,0.0296692580226021
5.55231948013673,0.0303710603883166
5.5548772624342,0.0310543240778413
5.55743622302306,0.0317186009398748
5.55999636244611,0.0323634534567289
5.56255768124643,0.0329884550541744
